ncbi-geneid:11509371	mtm:MYCTH_104076	glycerol-3-phosphate dehydrogenase
ncbi-geneid:11509345	mtm:MYCTH_104102	hypothetical protein
ncbi-geneid:11509340	mtm:MYCTH_104106	glycoside hydrolase family 3 protein
ncbi-geneid:11507133	mtm:MYCTH_104267	hypothetical protein
ncbi-geneid:11506837	mtm:MYCTH_104380	hypothetical protein
ncbi-geneid:11506831	mtm:MYCTH_104386	hypothetical protein
ncbi-geneid:11513692	mtm:MYCTH_104551	phy1; hypothetical protein
ncbi-geneid:11513663	mtm:MYCTH_104570	glycoside hydrolase family 76 protein
ncbi-geneid:11513571	mtm:MYCTH_104582	hypothetical protein
ncbi-geneid:11513523	mtm:MYCTH_104628	glycoside hydrolase family 3 protein
ncbi-geneid:11511525	mtm:MYCTH_104665	hypothetical protein
ncbi-geneid:11511515	mtm:MYCTH_104673	MFS sugar transporter-like protein
ncbi-geneid:11511514	mtm:MYCTH_104674	glycoside hydrolase family 31 protein
ncbi-geneid:11513190	mtm:MYCTH_104717	ABC transporter-like protein
ncbi-geneid:11509087	mtm:MYCTH_104726	NAD(P)-binding-like protein
ncbi-geneid:11505602	mtm:MYCTH_104802	Formylmethionine deformylase-like protein
ncbi-geneid:11505408	mtm:MYCTH_104827	glycoside hydrolase family 93 protein
ncbi-geneid:11508236	mtm:MYCTH_104887	hypothetical protein
ncbi-geneid:11505826	mtm:MYCTH_104936	histidine triad-like protein
ncbi-geneid:11512891	mtm:MYCTH_104945	hypothetical protein
ncbi-geneid:11505824	mtm:MYCTH_104959	hypothetical protein
ncbi-geneid:11512981	mtm:MYCTH_105006	hypothetical protein
ncbi-geneid:11508326	mtm:MYCTH_105063	hypothetical protein
ncbi-geneid:11508367	mtm:MYCTH_105072	hypothetical protein
ncbi-geneid:11514351	mtm:MYCTH_105128	carbohydrate esterase family 3 protein
ncbi-geneid:11514348	mtm:MYCTH_105130	hypothetical protein
ncbi-geneid:11514301	mtm:MYCTH_105157	hypothetical protein
ncbi-geneid:11514153	mtm:MYCTH_105197	zinc finger-like protein
ncbi-geneid:11513830	mtm:MYCTH_105286	hypothetical protein
ncbi-geneid:11508624	mtm:MYCTH_105318	hypothetical protein
ncbi-geneid:11511676	mtm:MYCTH_105405	hypothetical protein
ncbi-geneid:11506234	mtm:MYCTH_105482	polyketide synthase
ncbi-geneid:11513264	mtm:MYCTH_105575	ammonium transporter
ncbi-geneid:11513361	mtm:MYCTH_105600	hypothetical protein
ncbi-geneid:11512848	mtm:MYCTH_105650	hypothetical protein
ncbi-geneid:11508446	mtm:MYCTH_105669	hypothetical protein
ncbi-geneid:11509010	mtm:MYCTH_105777	hypothetical protein
ncbi-geneid:11508651	mtm:MYCTH_105786	hypothetical protein
ncbi-geneid:11505371	mtm:MYCTH_105822	hypothetical protein
ncbi-geneid:11511558	mtm:MYCTH_105847	acetyl-CoA C-acetyltransferase
ncbi-geneid:11513355	mtm:MYCTH_105869	hypothetical protein
ncbi-geneid:11508460	mtm:MYCTH_105966	hypothetical protein
ncbi-geneid:11510996	mtm:MYCTH_10609	histone acetyltransferase SAS2-like protein
ncbi-geneid:11509155	mtm:MYCTH_106293	hypothetical protein
ncbi-geneid:11512821	mtm:MYCTH_106343	hypothetical protein
ncbi-geneid:11508842	mtm:MYCTH_106346	hypothetical protein
ncbi-geneid:11511664	mtm:MYCTH_106388	hypothetical protein
ncbi-geneid:11513201	mtm:MYCTH_106442	inorganic pyrophosphatase-like protein
ncbi-geneid:11512993	mtm:MYCTH_106463	hypothetical protein
ncbi-geneid:11512494	mtm:MYCTH_106502	hypothetical protein
ncbi-geneid:11512452	mtm:MYCTH_106527	histidine kinase
ncbi-geneid:11512324	mtm:MYCTH_106599	hypothetical protein
ncbi-geneid:11512309	mtm:MYCTH_106609	hypothetical protein
ncbi-geneid:11512297	mtm:MYCTH_106618	hypothetical protein
ncbi-geneid:11510812	mtm:MYCTH_106768	Nitroreductase-like protein
ncbi-geneid:11510764	mtm:MYCTH_106798	hypothetical protein
ncbi-geneid:11510731	mtm:MYCTH_106819	glycoside hydrolase family 72 protein
ncbi-geneid:11510713	mtm:MYCTH_106827	hypothetical protein
ncbi-geneid:11510454	mtm:MYCTH_106950	hypothetical protein
ncbi-geneid:11512055	mtm:MYCTH_107095	hypothetical protein
ncbi-geneid:11511448	mtm:MYCTH_10713	glycosyltransferase family 2 protein
ncbi-geneid:11511984	mtm:MYCTH_107134	hypothetical protein
ncbi-geneid:11511970	mtm:MYCTH_107142	hypothetical protein
ncbi-geneid:11511926	mtm:MYCTH_107168	hypothetical protein
ncbi-geneid:11511907	mtm:MYCTH_107178	glycoside hydrolase family 16 protein
ncbi-geneid:11512526	mtm:MYCTH_107186	hypothetical protein
ncbi-geneid:11511771	mtm:MYCTH_107255	hypothetical protein
ncbi-geneid:11509717	mtm:MYCTH_107295	fungal transcriptional regulatory-like protein
ncbi-geneid:11507875	mtm:MYCTH_107458	hypothetical protein
ncbi-geneid:11507790	mtm:MYCTH_107520	hypothetical protein
ncbi-geneid:11507685	mtm:MYCTH_107580	ABC transporter-like protein
ncbi-geneid:11507492	mtm:MYCTH_107689	hypothetical protein
ncbi-geneid:11507427	mtm:MYCTH_107723	hypothetical protein
ncbi-geneid:11507363	mtm:MYCTH_107763	general substrate transporter-like protein
ncbi-geneid:11512760	mtm:MYCTH_107796	hypothetical protein
ncbi-geneid:11509851	mtm:MYCTH_107866	glycoside hydrolase family 25 protein
ncbi-geneid:11512594	mtm:MYCTH_107891	hypothetical protein
ncbi-geneid:11506118	mtm:MYCTH_107972	hypothetical protein
ncbi-geneid:11506106	mtm:MYCTH_107976	methyltransferase-like protein
ncbi-geneid:11514370	mtm:MYCTH_108044	MFS sugar transporter-like protein
ncbi-geneid:11514258	mtm:MYCTH_108061	hypothetical protein
ncbi-geneid:11514106	mtm:MYCTH_108098	hypothetical protein
ncbi-geneid:11514067	mtm:MYCTH_108115	3-ketoacyl-CoA thiolase
ncbi-geneid:11513921	mtm:MYCTH_108157	hypothetical protein
ncbi-geneid:11506440	mtm:MYCTH_108294	cytochrome P450-like protein
ncbi-geneid:11506422	mtm:MYCTH_108304	hypothetical protein
ncbi-geneid:11513420	mtm:MYCTH_108314	hypothetical protein
ncbi-geneid:11513417	mtm:MYCTH_108317	polyketide synthase
ncbi-geneid:11510057	mtm:MYCTH_108391	glycoside hydrolase family 72 protein
ncbi-geneid:11510006	mtm:MYCTH_108407	monooxygenase
ncbi-geneid:11506413	mtm:MYCTH_108416	glycosyltransferase family 5 protein
ncbi-geneid:11511335	mtm:MYCTH_108475	hypothetical protein
ncbi-geneid:11511279	mtm:MYCTH_108493	necrosis inducing factor
ncbi-geneid:11511266	mtm:MYCTH_108501	hypothetical protein
ncbi-geneid:11511261	mtm:MYCTH_108504	hypothetical protein
ncbi-geneid:11511167	mtm:MYCTH_108565	hypothetical protein
ncbi-geneid:11511072	mtm:MYCTH_108615	cytochrome P450-like protein
ncbi-geneid:11511037	mtm:MYCTH_108627	hypothetical protein
ncbi-geneid:11507059	mtm:MYCTH_108765	hypothetical protein
ncbi-geneid:11506937	mtm:MYCTH_108781	hypothetical protein
ncbi-geneid:11506737	mtm:MYCTH_108836	oxidoreductase-like protein
ncbi-geneid:11506446	mtm:MYCTH_108890	MFS sugar transporter-like protein
ncbi-geneid:11509994	mtm:MYCTH_108924	MFS sugar transporter-like protein
ncbi-geneid:11509608	mtm:MYCTH_109046	hypothetical protein
ncbi-geneid:11509486	mtm:MYCTH_109078	hypothetical protein
ncbi-geneid:11507179	mtm:MYCTH_109194	hypothetical protein
ncbi-geneid:11507028	mtm:MYCTH_109232	hypothetical protein
ncbi-geneid:11506519	mtm:MYCTH_109373	hypothetical protein
ncbi-geneid:11506508	mtm:MYCTH_109377	hypothetical protein
ncbi-geneid:11513524	mtm:MYCTH_109444	glycoside hydrolase family 12 protein
ncbi-geneid:11505392	mtm:MYCTH_109499	general substrate transporter
ncbi-geneid:11511559	mtm:MYCTH_109510	heat shock-like protein
ncbi-geneid:11505543	mtm:MYCTH_109530	hypothetical protein
ncbi-geneid:11508689	mtm:MYCTH_109533	hypothetical protein
ncbi-geneid:11505457	mtm:MYCTH_109542	alternative oxidase
ncbi-geneid:11505696	mtm:MYCTH_109566	glycoside hydrolase family 7 protein
ncbi-geneid:11505935	mtm:MYCTH_109620	delta-9 acyl-CoA desaturase
ncbi-geneid:11508244	mtm:MYCTH_109638	methylsterol monooxygenase
ncbi-geneid:11505572	mtm:MYCTH_109756	hypothetical protein
ncbi-geneid:11514350	mtm:MYCTH_109790	hypothetical protein
ncbi-geneid:11514341	mtm:MYCTH_109795	hypothetical protein
ncbi-geneid:11514296	mtm:MYCTH_109817	hypothetical protein
ncbi-geneid:11514291	mtm:MYCTH_109821	glycoside hydrolase family 75 protein
ncbi-geneid:11514010	mtm:MYCTH_109870	FAD linked oxidase-like protein
ncbi-geneid:11513995	mtm:MYCTH_109876	hypothetical protein
ncbi-geneid:11513859	mtm:MYCTH_109897	hypothetical protein
ncbi-geneid:11513722	mtm:MYCTH_109914	hypothetical protein
ncbi-geneid:11513937	mtm:MYCTH_10995	hypothetical protein
ncbi-geneid:11509039	mtm:MYCTH_109978	pyruvate carboxyltransferase-like protein
ncbi-geneid:11514609	mtm:MYCTH_110022	Aldo/keto reductase-like protein
ncbi-geneid:11514642	mtm:MYCTH_110028	basic helix-loop-helix protein
ncbi-geneid:11506185	mtm:MYCTH_110038	hypothetical protein
ncbi-geneid:11506203	mtm:MYCTH_110042	hypothetical protein
ncbi-geneid:11506243	mtm:MYCTH_110061	glycoside hydrolase family 16 protein
ncbi-geneid:11509125	mtm:MYCTH_110187	eburicol 14A-demethylase
ncbi-geneid:11508944	mtm:MYCTH_110298	hypothetical protein
ncbi-geneid:11508231	mtm:MYCTH_110317	lactate dehydrogenase
ncbi-geneid:11505744	mtm:MYCTH_110470	hypothetical protein
ncbi-geneid:11508667	mtm:MYCTH_110475	hypothetical protein
ncbi-geneid:11509167	mtm:MYCTH_110510	hypothetical protein
ncbi-geneid:11511575	mtm:MYCTH_110532	small heat shock protein
ncbi-geneid:11505880	mtm:MYCTH_110536	hypothetical protein
ncbi-geneid:11509116	mtm:MYCTH_110640	globin-like-protein
ncbi-geneid:11505839	mtm:MYCTH_110651	glycoside hydrolase family 61 protein
ncbi-geneid:11505960	mtm:MYCTH_110670	sterol 24-C-methyltransferase
ncbi-geneid:11505621	mtm:MYCTH_110674	carbohydrate-binding module family 50 protein
ncbi-geneid:11513098	mtm:MYCTH_110717	hypothetical protein
ncbi-geneid:11512464	mtm:MYCTH_110792	hypothetical protein
ncbi-geneid:11512415	mtm:MYCTH_110806	pectin lyase-like protein
ncbi-geneid:11512379	mtm:MYCTH_110817	hypothetical protein
ncbi-geneid:11512371	mtm:MYCTH_110821	hypothetical protein
ncbi-geneid:11512259	mtm:MYCTH_110871	isocitrate lyase-like protein
ncbi-geneid:11512190	mtm:MYCTH_110897	hypothetical protein
ncbi-geneid:11510860	mtm:MYCTH_110931	formate dehydrogenase
ncbi-geneid:11510822	mtm:MYCTH_110951	hypothetical protein
ncbi-geneid:11510813	mtm:MYCTH_110956	flavo protein pyridine nucleotide cytochrome reductase-like protein
ncbi-geneid:11510655	mtm:MYCTH_111030	carbonic anhydrase-like protein
ncbi-geneid:11510650	mtm:MYCTH_111035	carboxypeptidase
ncbi-geneid:11510649	mtm:MYCTH_111036	hypothetical protein
ncbi-geneid:11510520	mtm:MYCTH_111073	Ferritin/ribonucleotide reductase-like-protein
ncbi-geneid:11510466	mtm:MYCTH_111088	glycoside hydrolase family 61 protein
ncbi-geneid:11510432	mtm:MYCTH_111107	nucleosome assembly protein-like protein
ncbi-geneid:11512139	mtm:MYCTH_111172	hypothetical protein
ncbi-geneid:11512136	mtm:MYCTH_111173	hypothetical protein
ncbi-geneid:11512027	mtm:MYCTH_111214	Delta(24(24(1)))-sterol reductase like protein
ncbi-geneid:11511721	mtm:MYCTH_111314	hypothetical protein
ncbi-geneid:11509754	mtm:MYCTH_111331	3-ketoacyl-CoA thiolase
ncbi-geneid:11509397	mtm:MYCTH_111372	glycoside hydrolase family 7 protein
ncbi-geneid:11509289	mtm:MYCTH_111377	hypothetical protein
ncbi-geneid:11509856	mtm:MYCTH_111388	cbdA; carbohydrate-binding module family 1 protein
ncbi-geneid:11509232	mtm:MYCTH_111405	histone H4-like protein
ncbi-geneid:11507936	mtm:MYCTH_111425	60S ribosomal protein L2-like protein
ncbi-geneid:11507493	mtm:MYCTH_111604	hypothetical protein
ncbi-geneid:11507378	mtm:MYCTH_111645	hypothetical protein
ncbi-geneid:11512562	mtm:MYCTH_111741	fungal-specific transcription factor-like protein
ncbi-geneid:11506254	mtm:MYCTH_111770	hypothetical protein
ncbi-geneid:11514511	mtm:MYCTH_111814	hypothetical protein
ncbi-geneid:11514234	mtm:MYCTH_111845	hypothetical protein
ncbi-geneid:11513744	mtm:MYCTH_111934	hmg-CoA synthase
ncbi-geneid:11513440	mtm:MYCTH_111987	hypothetical protein
ncbi-geneid:11510170	mtm:MYCTH_112014	alcohol dehydrogenase-like protein
ncbi-geneid:11506415	mtm:MYCTH_112025	glutathione S-transferase-like protein
ncbi-geneid:11511462	mtm:MYCTH_112050	glycoside hydrolase family 10 protein
ncbi-geneid:11511452	mtm:MYCTH_112051	cytochrome P450-like protein
ncbi-geneid:11511483	mtm:MYCTH_112080	hypothetical protein
ncbi-geneid:11511286	mtm:MYCTH_112086	hypothetical protein
ncbi-geneid:11511276	mtm:MYCTH_112089	glycoside hydrolase family 61 protein
ncbi-geneid:11511210	mtm:MYCTH_112121	pyruvate decarboxylase-like protein
ncbi-geneid:11511181	mtm:MYCTH_112136	histone H2B-like protein
ncbi-geneid:11511180	mtm:MYCTH_112137	histone H2A-like protein
ncbi-geneid:11511144	mtm:MYCTH_112159	farnesyl-diphosphate farnesyl transferase
ncbi-geneid:11510995	mtm:MYCTH_112204	mitochondrial ATP synthase protein 9
ncbi-geneid:11510930	mtm:MYCTH_112227	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase-like protein
ncbi-geneid:11506881	mtm:MYCTH_112306	methionine synthase-like protein
ncbi-geneid:11506735	mtm:MYCTH_112322	oxidoreductase-like protein
ncbi-geneid:11506726	mtm:MYCTH_112329	C-5 sterol desaturase-like protein
ncbi-geneid:11506459	mtm:MYCTH_112362	hypothetical protein
ncbi-geneid:11506458	mtm:MYCTH_112363	hypothetical protein
ncbi-geneid:11509950	mtm:MYCTH_112399	carbohydrate-binding module family 1 protein
ncbi-geneid:11509837	mtm:MYCTH_112411	hypothetical protein
ncbi-geneid:11509659	mtm:MYCTH_112442	hypothetical protein
ncbi-geneid:11509528	mtm:MYCTH_112471	NADP:D-xylose dehydrogenase
ncbi-geneid:11509479	mtm:MYCTH_112491	MFS sugar transporter-like protein
ncbi-geneid:11509460	mtm:MYCTH_112498	hypothetical protein
ncbi-geneid:11507012	mtm:MYCTH_112612	Coproporphyrinogen III oxidase-like protein
ncbi-geneid:11506538	mtm:MYCTH_112686	hypothetical protein
ncbi-geneid:11506403	mtm:MYCTH_112699	acyltransferase
ncbi-geneid:11506399	mtm:MYCTH_112700	histone H2A like protein
ncbi-geneid:11513677	mtm:MYCTH_112714	pyridine nucleotide-disulfide oxidoreductase-like protein
ncbi-geneid:11513670	mtm:MYCTH_112716	hypothetical protein
ncbi-geneid:11505387	mtm:MYCTH_112802	Crotonase-like protein
ncbi-geneid:11508125	mtm:MYCTH_112805	non-ribosomal peptide synthetase
ncbi-geneid:11512802	mtm:MYCTH_112815	cytochrome P450 monooxygenase-like protein
ncbi-geneid:11508500	mtm:MYCTH_112824	hypothetical protein
ncbi-geneid:11508504	mtm:MYCTH_112826	hypothetical protein
ncbi-geneid:11508802	mtm:MYCTH_112850	hypothetical protein
ncbi-geneid:11506088	mtm:MYCTH_112889	hypothetical protein
ncbi-geneid:11508372	mtm:MYCTH_112905	ATPase, P-type cation-transporter
ncbi-geneid:11506073	mtm:MYCTH_112916	glycosyltransferase family 2 protein
ncbi-geneid:11512804	mtm:MYCTH_112924	hypothetical protein
ncbi-geneid:11508861	mtm:MYCTH_112996	hypothetical protein
ncbi-geneid:11513235	mtm:MYCTH_113066	hypothetical protein
ncbi-geneid:11508471	mtm:MYCTH_113138	hypothetical protein
ncbi-geneid:11514336	mtm:MYCTH_113236	Aldo/keto reductase-like protein
ncbi-geneid:11514334	mtm:MYCTH_113239	hypothetical protein
ncbi-geneid:11513834	mtm:MYCTH_113387	hypothetical protein
ncbi-geneid:11511544	mtm:MYCTH_113450	glycoside hydrolase family 18 protein
ncbi-geneid:11508120	mtm:MYCTH_113457	hypothetical protein
ncbi-geneid:11506187	mtm:MYCTH_113577	aldehyde dehydrogenase-like protein
ncbi-geneid:11506231	mtm:MYCTH_113600	ERG4/ERG24 ergosterol biosynthesis-like protein
ncbi-geneid:11506049	mtm:MYCTH_113715	hypothetical protein
ncbi-geneid:11508478	mtm:MYCTH_113886	hypothetical protein
ncbi-geneid:11508095	mtm:MYCTH_113912	hypothetical protein
ncbi-geneid:11505514	mtm:MYCTH_113985	hypothetical protein
ncbi-geneid:11507986	mtm:MYCTH_114008	3-hydroxy-3-methylglutaryl-CoA reductase
ncbi-geneid:11505467	mtm:MYCTH_114083	hypothetical protein
ncbi-geneid:11509134	mtm:MYCTH_114107	sugar transporter
ncbi-geneid:11513342	mtm:MYCTH_114166	hypothetical protein
ncbi-geneid:11508705	mtm:MYCTH_114237	hypothetical protein
ncbi-geneid:11505414	mtm:MYCTH_114376	hypothetical protein
ncbi-geneid:11506080	mtm:MYCTH_114482	cytochrome b5-like protein
ncbi-geneid:11508003	mtm:MYCTH_114497	glycoside hydrolase family 2 protein
ncbi-geneid:11512497	mtm:MYCTH_114666	alcohol dehydrogenase-like protein
ncbi-geneid:11512496	mtm:MYCTH_114667	hypothetical protein
ncbi-geneid:11512478	mtm:MYCTH_114678	hypothetical protein
ncbi-geneid:11512454	mtm:MYCTH_114691	hypothetical protein
ncbi-geneid:11512401	mtm:MYCTH_114710	hypothetical protein
ncbi-geneid:11512367	mtm:MYCTH_114734	hypothetical protein
ncbi-geneid:11512361	mtm:MYCTH_114738	hypothetical protein
ncbi-geneid:11512267	mtm:MYCTH_114796	hypothetical protein
ncbi-geneid:11510776	mtm:MYCTH_114955	hypothetical protein
ncbi-geneid:11510634	mtm:MYCTH_115028	hypothetical protein
ncbi-geneid:11510570	mtm:MYCTH_115052	hypothetical protein
ncbi-geneid:11510494	mtm:MYCTH_115096	farnesyl pyrophosphate synthetase
ncbi-geneid:11510456	mtm:MYCTH_115110	hypothetical protein
ncbi-geneid:11510309	mtm:MYCTH_115198	hypothetical protein
ncbi-geneid:11509572	mtm:MYCTH_115501	polyketide synthase
ncbi-geneid:11507904	mtm:MYCTH_115624	Serine/threonine-protein kinase tel-1-like protein
ncbi-geneid:11507699	mtm:MYCTH_115754	hypothetical protein
ncbi-geneid:11507607	mtm:MYCTH_115802	STE like transcription factor
ncbi-geneid:11507525	mtm:MYCTH_115858	amino acid transporter
ncbi-geneid:11507480	mtm:MYCTH_115886	hypothetical protein
ncbi-geneid:11509867	mtm:MYCTH_115909	SNF2-family ATP dependent chromatin remodeling factor like protein
ncbi-geneid:11507393	mtm:MYCTH_115935	glycosyltransferase family 90 protein
ncbi-geneid:11507383	mtm:MYCTH_115944	hypothetical protein
ncbi-geneid:11507354	mtm:MYCTH_115957	2OG-Fe(II) oxygenase-like protein
ncbi-geneid:11512780	mtm:MYCTH_115968	glycoside hydrolase family 1 protein
ncbi-geneid:11512759	mtm:MYCTH_115983	hypothetical protein
ncbi-geneid:11512728	mtm:MYCTH_116006	hypothetical protein
ncbi-geneid:11512703	mtm:MYCTH_116020	hypothetical protein
ncbi-geneid:11506134	mtm:MYCTH_116157	glycoside hydrolase family 7 protein
ncbi-geneid:11514565	mtm:MYCTH_116175	glycoside hydrolase family 61 protein
ncbi-geneid:11514374	mtm:MYCTH_116237	Aldo/keto reductase-like protein
ncbi-geneid:11514248	mtm:MYCTH_116261	hypothetical protein
ncbi-geneid:11514052	mtm:MYCTH_116322	hypothetical protein
ncbi-geneid:11513936	mtm:MYCTH_116348	hypothetical protein
ncbi-geneid:11513915	mtm:MYCTH_116363	alkaline phosphatase-like protein
ncbi-geneid:11513803	mtm:MYCTH_116384	glycoside hydrolase family 74 protein
