Geneid	Chr	Start	End	Strand	Length
MYCTH_2294033	NC_016472.1	175137	177353	+	2217
MYCTH_2121946	NC_016472.1	181649	182377	+	729
MYCTH_2294035	NC_016472.1	187532	189841	-	2310
MYCTH_2294036	NC_016472.1	190257	191987	-	1731
MYCTH_2294037	NC_016472.1	192231	194298	+	2068
MYCTH_2294039	NC_016472.1	197934	201666	+	3733
MYCTH_2072958	NC_016472.1	207354	209877	-	2524
MYCTH_2313252	NC_016472.1	212645	215157	+	2513
MYCTH_2294048	NC_016472.1	216132	218073	-	1942
MYCTH_2294051	NC_016472.1	218709	222098	+	3390
MYCTH_2121955	NC_016472.1	222288	222738	-	451
MYCTH_2294054	NC_016472.1	223170	225704	+	2535
MYCTH_2054076	NC_016472.1	226659	228911	-	2253
MYCTH_2294062	NC_016472.1	237169	239503	+	2335
MYCTH_2294065	NC_016472.1	240434	245092	-	4659
MYCTH_2294067	NC_016472.1	245158	246054	+	897
MYCTH_2085599	NC_016472.1	248665	250789	+	2125
MYCTH_2294074	NC_016472.1	251431	252877	-	1447
MYCTH_2294077	NC_016472.1	254127	256071	+	1945
MYCTH_2051419	NC_016472.1	258394	259574	-	1181
MYCTH_2294085	NC_016472.1	259914	261007	+	1094
MYCTH_2294086	NC_016472.1	261008	261785	-	778
MYCTH_2054510	NC_016472.1	271034	273870	+	2837
MYCTH_2054216	NC_016472.1	328955	329719	+	765
MYCTH_2052384	NC_016472.1	331915	332076	+	162
MYCTH_61649	NC_016472.1	350172	353223	+	3052
MYCTH_2052509	NC_016472.1	364297	364449	+	153
MYCTH_36219	NC_016472.1	409518	409739	+	222
MYCTH_2294088	NC_016472.1	426811	429769	-	2959
MYCTH_2294089	NC_016472.1	435096	436573	-	1478
MYCTH_2294092	NC_016472.1	436586	437077	-	492
MYCTH_61659	NC_016472.1	437199	439074	+	1876
MYCTH_75490	NC_016472.1	439241	441730	-	2490
MYCTH_2294099	NC_016472.1	443404	445415	-	2012
MYCTH_2294100	NC_016472.1	446513	448353	-	1841
MYCTH_2294101	NC_016472.1	448374	448849	-	476
MYCTH_2141282	NC_016472.1	452434	456121	-	3688
MYCTH_2294104	NC_016472.1	456699	458496	-	1798
MYCTH_2313262	NC_016472.1	460865	461730	+	866
MYCTH_2294109	NC_016472.1	461839	463906	-	2068
MYCTH_2294110	NC_016472.1	464955	467322	+	2368
MYCTH_2294115	NC_016472.1	467324	469123	-	1800
MYCTH_2294116	NC_016472.1	469739	471740	-	2002
MYCTH_2294124	NC_016472.1	476593	477398	+	806
MYCTH_2114100	NC_016472.1	518303	519371	+	1069
MYCTH_2313270	NC_016472.1	519962	520732	+	771
MYCTH_2136371	NC_016472.1	520726	526811	-	6086
MYCTH_2053555	NC_016472.1	529458	530414	+	957
MYCTH_2294137	NC_016472.1	530937	532648	-	1712
MYCTH_2294138	NC_016472.1	533008	534142	+	1135
MYCTH_2294143	NC_016472.1	537723	540260	+	2538
MYCTH_2294145	NC_016472.1	541819	544600	-	2782
MYCTH_2050335	NC_016472.1	545182	546690	-	1509
MYCTH_2294147	NC_016472.1	547530	550312	-	2783
MYCTH_2294148	NC_016472.1	551831	557361	-	5531
MYCTH_75536	NC_016472.1	559202	564545	-	5344
MYCTH_2141297	NC_016472.1	566431	569205	+	2775
MYCTH_105575	NC_016472.1	570517	572869	-	2353
MYCTH_2294164	NC_016472.1	576687	578729	-	2043
MYCTH_2294165	NC_016472.1	578785	579710	+	926
MYCTH_43356	NC_016472.1	580471	581733	-	1263
MYCTH_2294168	NC_016472.1	583849	585968	-	2120
MYCTH_2122013	NC_016472.1	593356	594207	-	852
MYCTH_2294173	NC_016472.1	600966	602268	-	1303
MYCTH_2294181	NC_016472.1	605416	608700	-	3285
MYCTH_2294188	NC_016472.1	613948	616043	+	2096
MYCTH_2294189	NC_016472.1	616426	618576	-	2151
MYCTH_2294191	NC_016472.1	618943	621172	+	2230
MYCTH_2294192	NC_016472.1	621290	622084	-	795
MYCTH_2294193	NC_016472.1	622647	625220	+	2574
MYCTH_2051994	NC_016472.1	629953	631719	+	1767
MYCTH_2294197	NC_016472.1	632872	636047	-	3176
MYCTH_2294200	NC_016472.1	638508	640120	+	1613
MYCTH_2294202	NC_016472.1	642717	644529	-	1813
MYCTH_86520	NC_016472.1	645927	647603	+	1677
MYCTH_2294206	NC_016472.1	652025	653504	+	1480
MYCTH_2049865	NC_016472.1	655829	656609	+	781
MYCTH_2294210	NC_016472.1	657424	659495	+	2072
MYCTH_61755	NC_016472.1	660846	662754	+	1909
MYCTH_t1	NC_016472.1	664817	664888	+	72
MYCTH_2294213	NC_016472.1	665219	672092	-	6874
MYCTH_2294215	NC_016472.1	672593	673551	-	959
MYCTH_2294216	NC_016472.1	673566	674647	+	1082
MYCTH_2131445	NC_016472.1	675062	676744	-	1683
MYCTH_2294218	NC_016472.1	676881	678117	-	1237
MYCTH_2294220	NC_016472.1	678243	680176	+	1934
MYCTH_2122038	NC_016472.1	680642	681380	-	739
MYCTH_2294223	NC_016472.1	683902	687013	+	3112
MYCTH_2294224	NC_016472.1	687014	687742	+	729
MYCTH_2294226	NC_016472.1	689219	690726	-	1508
MYCTH_2294230	NC_016472.1	693317	695220	+	1904
MYCTH_2294231	NC_016472.1	695956	697632	-	1677
MYCTH_2294232	NC_016472.1	697952	699509	+	1558
MYCTH_2294233	NC_016472.1	699937	702062	+	2126
MYCTH_2294236	NC_016472.1	702408	704332	+	1925
MYCTH_2294238	NC_016472.1	704280	705645	-	1366
MYCTH_2294240	NC_016472.1	706416	707356	+	941
MYCTH_2294243	NC_016472.1	707416	708718	-	1303
MYCTH_2050447	NC_016472.1	710038	710843	+	806
MYCTH_2294247	NC_016472.1	712343	714702	+	2360
MYCTH_2294249	NC_016472.1	715197	716485	+	1289
MYCTH_2294250	NC_016472.1	716940	719902	+	2963
MYCTH_2294252	NC_016472.1	720464	722661	-	2198
MYCTH_2294253	NC_016472.1	724102	727992	+	3891
MYCTH_113715	NC_016472.1	729002	734778	+	5777
MYCTH_2294261	NC_016472.1	735331	736871	-	1541
MYCTH_2294264	NC_016472.1	737211	738970	-	1760
MYCTH_105600	NC_016472.1	739318	741285	+	1968
MYCTH_2294267	NC_016472.1	743509	750960	+	7452
MYCTH_2294268	NC_016472.1	752212	755588	-	3377
MYCTH_2294274	NC_016472.1	757877	760106	+	2230
MYCTH_2073127	NC_016472.1	761815	763165	+	1351
MYCTH_2122065	NC_016472.1	767446	768886	-	1441
MYCTH_2055311	NC_016472.1	768990	772020	+	3031
MYCTH_2294281	NC_016472.1	772810	774060	-	1251
MYCTH_43671	NC_016472.1	776271	777660	+	1390
MYCTH_2073132	NC_016472.1	778553	780485	-	1933
MYCTH_2294289	NC_016472.1	781879	783355	+	1477
MYCTH_90789	NC_016472.1	784635	785618	+	984
MYCTH_2294293	NC_016472.1	787505	790110	-	2606
MYCTH_2122073	NC_016472.1	790602	791423	+	822
MYCTH_2294298	NC_016472.1	791539	793104	+	1566
MYCTH_2294300	NC_016472.1	793789	796650	+	2862
MYCTH_2122076	NC_016472.1	797153	798047	-	895
MYCTH_2294303	NC_016472.1	799617	800928	+	1312
MYCTH_2313301	NC_016472.1	801836	802978	-	1143
MYCTH_2074571	NC_016472.1	803233	805316	+	2084
MYCTH_2106095	NC_016472.1	806450	807119	-	670
MYCTH_2294307	NC_016472.1	808005	809898	+	1894
MYCTH_2294309	NC_016472.1	810345	811668	+	1324
MYCTH_2294310	NC_016472.1	812098	814229	+	2132
MYCTH_2313303	NC_016472.1	814708	817025	-	2318
MYCTH_2294314	NC_016472.1	817469	820566	-	3098
MYCTH_2313305	NC_016472.1	821959	823315	+	1357
MYCTH_2294321	NC_016472.1	824675	826976	+	2302
MYCTH_2294324	NC_016472.1	827584	829980	-	2397
MYCTH_2294326	NC_016472.1	830307	832706	+	2400
MYCTH_2294330	NC_016472.1	832718	833699	-	982
MYCTH_2294333	NC_016472.1	834461	837839	+	3379
MYCTH_2294336	NC_016472.1	838805	840702	+	1898
MYCTH_2114188	NC_016472.1	842468	845668	+	3201
MYCTH_2294340	NC_016472.1	846661	849076	+	2416
MYCTH_2294343	NC_016472.1	849292	853181	+	3890
MYCTH_2294344	NC_016472.1	853822	857116	+	3295
MYCTH_61858	NC_016472.1	861171	862595	+	1425
MYCTH_2294347	NC_016472.1	862805	866638	-	3834
MYCTH_2294348	NC_016472.1	867901	868371	+	471
MYCTH_2294350	NC_016472.1	871200	873885	-	2686
MYCTH_2106114	NC_016472.1	878369	879809	-	1441
MYCTH_2294353	NC_016472.1	886917	889687	-	2771
MYCTH_2122102	NC_016472.1	891368	892082	+	715
MYCTH_2294358	NC_016472.1	892164	893634	-	1471
MYCTH_2122104	NC_016472.1	893808	894312	+	505
MYCTH_2294361	NC_016472.1	896285	898264	+	1980
MYCTH_2122106	NC_016472.1	899651	901152	-	1502
MYCTH_2294362	NC_016472.1	956746	958490	+	1745
MYCTH_2294366	NC_016472.1	964667	967721	-	3055
MYCTH_2294367	NC_016472.1	968006	971413	+	3408
MYCTH_2294369	NC_016472.1	971738	973544	+	1807
MYCTH_2294372	NC_016472.1	973734	976233	-	2500
MYCTH_2294375	NC_016472.1	976511	977776	+	1266
MYCTH_75696	NC_016472.1	979431	981113	-	1683
MYCTH_2294384	NC_016472.1	982537	985192	-	2656
MYCTH_2294385	NC_016472.1	985298	985912	-	615
MYCTH_2294386	NC_016472.1	987482	990306	+	2825
MYCTH_98729	NC_016472.1	990734	993032	-	2299
MYCTH_2294390	NC_016472.1	994454	997304	+	2851
MYCTH_2294392	NC_016472.1	997304	999985	-	2682
MYCTH_2294394	NC_016472.1	1000065	1001157	+	1093
MYCTH_2294398	NC_016472.1	1001158	1002994	-	1837
MYCTH_2294400	NC_016472.1	1003379	1007353	+	3975
MYCTH_2294401	NC_016472.1	1008047	1010536	-	2490
MYCTH_2087238	NC_016472.1	1011037	1011911	-	875
MYCTH_2294405	NC_016472.1	1012492	1014256	+	1765
MYCTH_2294406	NC_016472.1	1014258	1015657	+	1400
MYCTH_2294408	NC_016472.1	1017154	1018809	-	1656
MYCTH_2294412	NC_016472.1	1019334	1021358	-	2025
MYCTH_2294414	NC_016472.1	1022983	1024250	-	1268
MYCTH_2294415	NC_016472.1	1024450	1027207	-	2758
MYCTH_2294417	NC_016472.1	1028519	1029216	+	698
MYCTH_2294418	NC_016472.1	1029242	1030585	-	1344
MYCTH_2294421	NC_016472.1	1031748	1032834	-	1087
MYCTH_2294422	NC_016472.1	1033003	1035331	-	2329
MYCTH_2294426	NC_016472.1	1035908	1041735	+	5828
MYCTH_2294427	NC_016472.1	1042186	1044430	+	2245
MYCTH_2294429	NC_016472.1	1044408	1046416	-	2009
MYCTH_2294430	NC_016472.1	1046558	1047662	+	1105
MYCTH_2294433	NC_016472.1	1047876	1051673	-	3798
MYCTH_2294435	NC_016472.1	1053335	1054890	+	1556
MYCTH_2074663	NC_016472.1	1055108	1057231	-	2124
MYCTH_105650	NC_016472.1	1058030	1059803	-	1774
MYCTH_2294445	NC_016472.1	1060246	1062712	+	2467
MYCTH_2041072	NC_016472.1	1063559	1065049	-	1491
MYCTH_2294446	NC_016472.1	1066642	1069232	-	2591
MYCTH_42476	NC_016472.1	1070825	1073962	+	3138
MYCTH_2294448	NC_016472.1	1074891	1080034	-	5144
MYCTH_75762	NC_016472.1	1081441	1084345	+	2905
MYCTH_2294455	NC_016472.1	1084859	1086920	+	2062
MYCTH_2054555	NC_016472.1	1087351	1088424	+	1074
MYCTH_2294459	NC_016472.1	1088787	1090869	+	2083
MYCTH_16224	NC_016472.1	1090919	1091677	-	759
MYCTH_2122159	NC_016472.1	1092433	1104807	+	12375
MYCTH_2054177	NC_016472.1	1133591	1134085	+	495
MYCTH_2054788	NC_016472.1	1143579	1143854	-	276
MYCTH_2050200	NC_016472.1	1158521	1158817	+	297
MYCTH_2313324	NC_016472.1	1217406	1218347	+	942
MYCTH_2294471	NC_016472.1	1218572	1219306	-	735
MYCTH_2294472	NC_016472.1	1219652	1221891	+	2240
MYCTH_2294476	NC_016472.1	1222515	1225857	-	3343
MYCTH_2294478	NC_016472.1	1228879	1232670	+	3792
MYCTH_2294482	NC_016472.1	1232671	1233222	-	552
MYCTH_2294483	NC_016472.1	1233198	1234960	-	1763
MYCTH_2294485	NC_016472.1	1235319	1238959	+	3641
MYCTH_98773	NC_016472.1	1240518	1241839	-	1322
MYCTH_2122175	NC_016472.1	1244032	1244662	+	631
MYCTH_2294490	NC_016472.1	1246030	1247791	+	1762
MYCTH_2294493	NC_016472.1	1248786	1249857	+	1072
MYCTH_2294496	NC_016472.1	1249859	1251931	-	2073
MYCTH_2019108	NC_016472.1	1252571	1253665	+	1095
MYCTH_2294498	NC_016472.1	1253937	1255533	-	1597
MYCTH_2294499	NC_016472.1	1256192	1257988	+	1797
MYCTH_2313329	NC_016472.1	1258289	1260599	-	2311
MYCTH_2294503	NC_016472.1	1261025	1266383	+	5359
MYCTH_2294504	NC_016472.1	1266466	1268991	-	2526
MYCTH_14609	NC_016472.1	1270105	1271157	+	1053
MYCTH_2313331	NC_016472.1	1271297	1274173	-	2877
MYCTH_44554	NC_016472.1	1275241	1275758	-	518
MYCTH_105669	NC_016472.1	1276981	1279570	+	2590
MYCTH_2294518	NC_016472.1	1281110	1282851	+	1742
MYCTH_2294520	NC_016472.1	1283427	1285343	-	1917
MYCTH_2294522	NC_016472.1	1285591	1287196	+	1606
MYCTH_2294523	NC_016472.1	1287197	1288301	-	1105
MYCTH_2294525	NC_016472.1	1288880	1294633	+	5754
MYCTH_2122196	NC_016472.1	1302858	1303548	+	691
MYCTH_2313333	NC_016472.1	1306228	1307436	+	1209
MYCTH_2122199	NC_016472.1	1309279	1310427	-	1149
MYCTH_75824	NC_016472.1	1311027	1313648	-	2622
MYCTH_2313336	NC_016472.1	1313982	1315531	+	1550
MYCTH_2294540	NC_016472.1	1315800	1318227	-	2428
MYCTH_2294541	NC_016472.1	1318430	1319307	+	878
MYCTH_2122204	NC_016472.1	1319511	1321637	-	2127
MYCTH_2294543	NC_016472.1	1322322	1330119	+	7798
MYCTH_90896	NC_016472.1	1330731	1335204	-	4474
MYCTH_42394	NC_016472.1	1335981	1337910	+	1930
MYCTH_2294547	NC_016472.1	1340110	1341538	-	1429
MYCTH_2294549	NC_016472.1	1346563	1347226	+	664
MYCTH_2294550	NC_016472.1	1354381	1355145	+	765
MYCTH_2294554	NC_016472.1	1355691	1357605	-	1915
MYCTH_2294555	NC_016472.1	1363136	1366070	-	2935
MYCTH_2294558	NC_016472.1	1366719	1368527	+	1809
MYCTH_2294559	NC_016472.1	1373921	1375913	+	1993
MYCTH_2313342	NC_016472.1	1378921	1380888	-	1968
MYCTH_62052	NC_016472.1	1381471	1382851	-	1381
MYCTH_2294574	NC_016472.1	1385173	1386624	+	1452
MYCTH_2087375	NC_016472.1	1386925	1390435	-	3511
MYCTH_2294582	NC_016472.1	1391181	1391928	+	748
MYCTH_2294585	NC_016472.1	1391929	1393497	-	1569
MYCTH_2294587	NC_016472.1	1394362	1397536	-	3175
MYCTH_2294589	NC_016472.1	1397652	1398389	+	738
MYCTH_2294596	NC_016472.1	1401967	1404253	+	2287
MYCTH_2294601	NC_016472.1	1405386	1406865	-	1480
MYCTH_2313350	NC_016472.1	1408051	1409240	-	1190
MYCTH_2294607	NC_016472.1	1418189	1421211	+	3023
MYCTH_62074	NC_016472.1	1421874	1423438	-	1565
MYCTH_2294614	NC_016472.1	1423770	1426844	+	3075
MYCTH_8962	NC_016472.1	1427411	1430525	+	3115
MYCTH_2294618	NC_016472.1	1433504	1435126	+	1623
MYCTH_2294621	NC_016472.1	1435469	1436872	-	1404
MYCTH_2294623	NC_016472.1	1437007	1439755	-	2749
MYCTH_2294624	NC_016472.1	1440948	1443270	+	2323
MYCTH_2074790	NC_016472.1	1443579	1444466	-	888
MYCTH_2294631	NC_016472.1	1449025	1451644	+	2620
MYCTH_2294635	NC_016472.1	1453203	1455867	-	2665
MYCTH_2313356	NC_016472.1	1456150	1458687	+	2538
MYCTH_2294640	NC_016472.1	1459312	1461345	+	2034
MYCTH_2294643	NC_016472.1	1462804	1464359	-	1556
MYCTH_2294646	NC_016472.1	1465257	1466154	-	898
MYCTH_110187	NC_016472.1	1466522	1468716	-	2195
MYCTH_2294650	NC_016472.1	1469695	1471829	-	2135
MYCTH_2294653	NC_016472.1	1475181	1475875	+	695
MYCTH_2294655	NC_016472.1	1477483	1481025	-	3543
MYCTH_2294657	NC_016472.1	1485021	1486686	-	1666
MYCTH_2294661	NC_016472.1	1486764	1491042	-	4279
MYCTH_2294663	NC_016472.1	1491944	1493123	-	1180
MYCTH_2294664	NC_016472.1	1493873	1496568	+	2696
MYCTH_2313362	NC_016472.1	1497074	1499027	-	1954
MYCTH_2122256	NC_016472.1	1499673	1500535	+	863
MYCTH_2294675	NC_016472.1	1500514	1503893	-	3380
MYCTH_2294679	NC_016472.1	1505822	1508633	-	2812
MYCTH_2294684	NC_016472.1	1509020	1512552	-	3533
MYCTH_2294689	NC_016472.1	1513534	1514924	-	1391
MYCTH_98838	NC_016472.1	1515472	1515957	-	486
MYCTH_2131574	NC_016472.1	1518659	1521859	+	3201
MYCTH_2037019	NC_016472.1	1522385	1523112	+	728
MYCTH_2106248	NC_016472.1	1523954	1525131	-	1178
MYCTH_2294698	NC_016472.1	1525835	1527934	+	2100
MYCTH_2294700	NC_016472.1	1527936	1529869	+	1934
MYCTH_2141429	NC_016472.1	1529961	1532433	-	2473
MYCTH_2294705	NC_016472.1	1533351	1536029	-	2679
MYCTH_2037035	NC_016472.1	1536513	1538696	-	2184
MYCTH_2294706	NC_016472.1	1539344	1544400	+	5057
MYCTH_2294707	NC_016472.1	1544445	1546117	-	1673
MYCTH_2053230	NC_016472.1	1546854	1547441	+	588
MYCTH_2313370	NC_016472.1	1548753	1549929	+	1177
MYCTH_2294711	NC_016472.1	1551204	1551769	+	566
MYCTH_2294713	NC_016472.1	1553306	1555602	+	2297
MYCTH_35909	NC_016472.1	1556208	1556997	-	790
MYCTH_2106260	NC_016472.1	1558007	1562180	-	4174
MYCTH_2087474	NC_016472.1	1563740	1566631	+	2892
MYCTH_2294721	NC_016472.1	1568820	1570438	+	1619
MYCTH_2294727	NC_016472.1	1571111	1573094	-	1984
MYCTH_2074876	NC_016472.1	1574791	1575831	+	1041
MYCTH_2294730	NC_016472.1	1575999	1578550	+	2552
MYCTH_2294733	NC_016472.1	1579351	1583477	+	4127
MYCTH_2294734	NC_016472.1	1583672	1585328	-	1657
MYCTH_2294738	NC_016472.1	1586220	1589101	+	2882
MYCTH_62175	NC_016472.1	1589469	1591619	-	2151
MYCTH_2055617	NC_016472.1	1592405	1592998	-	594
MYCTH_2136549	NC_016472.1	1593784	1594858	+	1075
MYCTH_2294749	NC_016472.1	1596200	1598607	+	2408
MYCTH_2294752	NC_016472.1	1598873	1601049	-	2177
MYCTH_2294755	NC_016472.1	1603276	1605738	-	2463
MYCTH_2294757	NC_016472.1	1607753	1609525	+	1773
MYCTH_2294760	NC_016472.1	1610236	1612852	+	2617
MYCTH_2294761	NC_016472.1	1613399	1617358	-	3960
MYCTH_2074905	NC_016472.1	1618766	1621682	-	2917
MYCTH_2313379	NC_016472.1	1623454	1624592	+	1139
MYCTH_2294768	NC_016472.1	1627454	1629670	+	2217
MYCTH_2087521	NC_016472.1	1630145	1630981	-	837
MYCTH_44797	NC_016472.1	1631534	1634552	+	3019
MYCTH_2294774	NC_016472.1	1635708	1638026	+	2319
MYCTH_2049886	NC_016472.1	1641224	1641520	-	297
MYCTH_75987	NC_016472.1	1661663	1662355	+	693
MYCTH_41898	NC_016472.1	1680154	1683551	-	3398
MYCTH_2294775	NC_016472.1	1706928	1708839	+	1912
MYCTH_2294783	NC_016472.1	1708840	1710929	+	2090
MYCTH_2294784	NC_016472.1	1711019	1714284	-	3266
MYCTH_2294789	NC_016472.1	1715013	1716669	+	1657
MYCTH_2294791	NC_016472.1	1717179	1718652	-	1474
MYCTH_2114377	NC_016472.1	1720330	1721141	-	812
MYCTH_2294793	NC_016472.1	1721652	1721978	-	327
MYCTH_2294795	NC_016472.1	1723511	1725834	-	2324
MYCTH_2294799	NC_016472.1	1726044	1728249	+	2206
MYCTH_2294800	NC_016472.1	1729133	1730855	-	1723
MYCTH_2294802	NC_016472.1	1731048	1733235	+	2188
MYCTH_2294805	NC_016472.1	1733277	1734472	-	1196
MYCTH_90985	NC_016472.1	1735637	1738216	+	2580
MYCTH_2294810	NC_016472.1	1738418	1740229	-	1812
MYCTH_2294811	NC_016472.1	1740803	1742157	+	1355
MYCTH_2294813	NC_016472.1	1742456	1743653	+	1198
MYCTH_2294814	NC_016472.1	1743912	1745792	-	1881
MYCTH_2294815	NC_016472.1	1746695	1748237	+	1543
MYCTH_2294816	NC_016472.1	1748238	1748917	-	680
MYCTH_2294817	NC_016472.1	1749834	1753477	+	3644
MYCTH_2055659	NC_016472.1	1753518	1754174	-	657
MYCTH_2294820	NC_016472.1	1755298	1757129	+	1832
MYCTH_2294821	NC_016472.1	1757130	1758485	-	1356
MYCTH_2294824	NC_016472.1	1759766	1760835	+	1070
MYCTH_2294825	NC_016472.1	1761065	1762829	+	1765
MYCTH_2114395	NC_016472.1	1764792	1765975	+	1184
MYCTH_2141471	NC_016472.1	1767294	1769572	-	2279
MYCTH_2294830	NC_016472.1	1769919	1774814	-	4896
MYCTH_2294835	NC_016472.1	1776039	1778674	+	2636
MYCTH_2294840	NC_016472.1	1779905	1781787	+	1883
MYCTH_2294844	NC_016472.1	1782134	1783393	+	1260
MYCTH_2294846	NC_016472.1	1783394	1785610	-	2217
MYCTH_2294851	NC_016472.1	1786485	1787397	+	913
MYCTH_2294852	NC_016472.1	1788425	1790267	-	1843
MYCTH_98907	NC_016472.1	1791075	1793024	+	1950
MYCTH_2294854	NC_016472.1	1793099	1794866	+	1768
MYCTH_2294858	NC_016472.1	1794867	1796223	-	1357
MYCTH_2294860	NC_016472.1	1797528	1799841	+	2314
MYCTH_2055845	NC_016472.1	1800233	1802628	-	2396
MYCTH_2294863	NC_016472.1	1803477	1806187	-	2711
MYCTH_2294864	NC_016472.1	1807654	1808801	+	1148
MYCTH_2294867	NC_016472.1	1808802	1809767	-	966
MYCTH_113886	NC_016472.1	1809978	1811847	+	1870
MYCTH_2294870	NC_016472.1	1812286	1815719	-	3434
MYCTH_2294872	NC_016472.1	1816373	1817464	+	1092
MYCTH_2313396	NC_016472.1	1821823	1823628	+	1806
MYCTH_2294878	NC_016472.1	1824705	1826366	-	1662
MYCTH_2055546	NC_016472.1	1827633	1830145	-	2513
MYCTH_2294886	NC_016472.1	1831690	1832731	+	1042
MYCTH_2141486	NC_016472.1	1833425	1834967	+	1543
MYCTH_2294895	NC_016472.1	1836212	1839638	-	3427
MYCTH_2294897	NC_016472.1	1843390	1845682	-	2293
MYCTH_2141489	NC_016472.1	1846269	1848830	-	2562
MYCTH_41855	NC_016472.1	1849886	1850933	-	1048
MYCTH_2313405	NC_016472.1	1853395	1854446	-	1052
MYCTH_98929	NC_016472.1	1854671	1854975	+	305
MYCTH_2114422	NC_016472.1	1855243	1856105	-	863
MYCTH_105777	NC_016472.1	1858399	1861725	+	3327
MYCTH_2313408	NC_016472.1	1863865	1866984	+	3120
MYCTH_2294923	NC_016472.1	1867526	1869746	+	2221
MYCTH_2294926	NC_016472.1	1869694	1871753	-	2060
MYCTH_2122366	NC_016472.1	1872317	1872965	+	649
MYCTH_2294928	NC_016472.1	1875699	1880384	+	4686
MYCTH_2294934	NC_016472.1	1881919	1884142	-	2224
MYCTH_2294938	NC_016472.1	1888467	1889366	+	900
MYCTH_76096	NC_016472.1	1889601	1892601	-	3001
MYCTH_2294942	NC_016472.1	1893620	1896945	+	3326
MYCTH_2294943	NC_016472.1	1897563	1899150	+	1588
MYCTH_2294947	NC_016472.1	1899378	1903531	-	4154
MYCTH_2106347	NC_016472.1	1905249	1907087	-	1839
MYCTH_62332	NC_016472.1	1907940	1909805	-	1866
MYCTH_105786	NC_016472.1	1910625	1912103	+	1479
MYCTH_2294959	NC_016472.1	1912747	1915639	-	2893
MYCTH_2294962	NC_016472.1	1917637	1918955	+	1319
MYCTH_42937	NC_016472.1	1922814	1924693	+	1880
MYCTH_2294970	NC_016472.1	1926722	1955161	+	28440
MYCTH_2294977	NC_016472.1	1956843	1957264	-	422
MYCTH_2294980	NC_016472.1	1963415	1968516	+	5102
MYCTH_113912	NC_016472.1	1975699	1977645	+	1947
MYCTH_2294987	NC_016472.1	1979807	1981014	+	1208
MYCTH_2294991	NC_016472.1	1983091	1985217	-	2127
MYCTH_2294994	NC_016472.1	1985382	1988004	+	2623
MYCTH_98955	NC_016472.1	1991652	1994750	+	3099
MYCTH_2294996	NC_016472.1	1995261	1997305	-	2045
MYCTH_2294998	NC_016472.1	1997306	2000339	-	3034
MYCTH_2294999	NC_016472.1	2000592	2002929	+	2338
