Geneid,Chr,Start,End,Strand,Length
NCU08096,NC_026501.1,243324,246248,-,2925
NCU16307,NC_026501.1,246887,247478,-,592
NCU08097,NC_026501.1,249097,251944,-,2848
NCU08098,NC_026501.1,253456,254492,+,1037
NCU08099,NC_026501.1,254975,255694,-,720
NCU08100,NC_026501.1,256166,256694,+,529
NCU08101,NC_026501.1,257493,259361,+,1869
NCU15002,NC_026501.1,260802,260909,+,108
NCU15003,NC_026501.1,261512,261618,+,107
NCU08102,NC_026501.1,262020,263387,-,1368
NCU08103,NC_026501.1,264036,265388,-,1353
NCU08105,NC_026501.1,291633,292877,+,1245
NCU08106,NC_026501.1,293167,294573,+,1407
NCU08107,NC_026501.1,296499,297770,-,1272
NCU08109,NC_026501.1,302353,303729,+,1377
NCU08110,NC_026501.1,305342,308567,-,3226
NCU08111,NC_026501.1,309019,310364,+,1346
NCU08112,NC_026501.1,311541,313460,+,1920
NCU08113,NC_026501.1,313930,315269,+,1340
NCU08114,NC_026501.1,318873,321079,-,2207
NCU08115,NC_026501.1,325003,328569,+,3567
NCU08116,NC_026501.1,328658,330088,-,1431
NCU08117,NC_026501.1,332175,334731,-,2557
NCU08118,NC_026501.1,335202,339433,-,4232
NCU08119,NC_026501.1,340059,343487,+,3429
NCU08120,NC_026501.1,343608,345535,-,1928
NCU08121,NC_026501.1,345768,347031,+,1264
NCU10647,NC_026501.1,348246,352922,-,4677
NCU16310,NC_026501.1,351913,353209,+,1297
NCU07509,NC_026501.1,356403,357891,+,1489
NCU07508,NC_026501.1,359462,361343,+,1882
NCU16311,NC_026501.1,363634,366043,-,2410
NCU07507,NC_026501.1,366915,367463,-,549
NCU07506,NC_026501.1,367975,369313,+,1339
NCU07505,NC_026501.1,377665,380825,-,3161
NCU07504,NC_026501.1,381418,384072,-,2655
NCU07503,NC_026501.1,386939,388761,-,1823
NCU07502,NC_026501.1,388864,392501,+,3638
NCU15004,NC_026501.1,393034,393131,+,98
NCU07501,NC_026501.1,393677,395053,-,1377
NCU07500,NC_026501.1,397225,398634,+,1410
NCU07499,NC_026501.1,400255,401476,+,1222
NCU07498,NC_026501.1,402099,406298,-,4200
NCU07497,NC_026501.1,406510,408008,+,1499
NCU07496,NC_026501.1,408524,415263,-,6740
NCU07495,NC_026501.1,417352,419464,+,2113
NCU15005,NC_026501.1,420030,420109,-,80
NCU07494,NC_026501.1,420177,421612,+,1436
NCU07493,NC_026501.1,421557,423435,-,1879
NCU07492,NC_026501.1,423885,427947,-,4063
NCU07491,NC_026501.1,429105,431229,-,2125
NCU07489,NC_026501.1,437279,441935,+,4657
NCU16314,NC_026501.1,441089,441910,-,822
NCU15006,NC_026501.1,442100,442171,+,72
NCU07487,NC_026501.1,448859,451692,+,2834
NCU07486,NC_026501.1,453919,454759,-,841
NCU07485,NC_026501.1,455182,456143,+,962
NCU07484,NC_026501.1,456742,461929,+,5188
NCU07483,NC_026501.1,464411,467155,+,2745
NCU07482,NC_026501.1,467141,469295,-,2155
NCU07481,NC_026501.1,474069,478709,+,4641
NCU07480,NC_026501.1,479576,482143,-,2568
NCU07479,NC_026501.1,486622,490547,-,3926
NCU07478,NC_026501.1,491366,493798,-,2433
NCU07477,NC_026501.1,494638,499251,-,4614
NCU07476,NC_026501.1,502478,504670,-,2193
NCU07475,NC_026501.1,507934,509018,-,1085
NCU07474,NC_026501.1,512384,513927,-,1544
NCU07473,NC_026501.1,514506,519273,-,4768
NCU07472,NC_026501.1,519493,521645,-,2153
NCU07471,NC_026501.1,521932,523738,+,1807
NCU07468,NC_026501.1,530629,533414,+,2786
NCU07467,NC_026501.1,535655,538185,+,2531
NCU07466,NC_026501.1,537096,538676,-,1581
NCU07465,NC_026501.1,539196,541680,+,2485
NCU07464,NC_026501.1,541586,543147,-,1562
NCU07463,NC_026501.1,543682,546443,+,2762
NCU07462,NC_026501.1,547790,548753,-,964
NCU07461,NC_026501.1,549633,552479,-,2847
NCU07460,NC_026501.1,552868,555385,+,2518
NCU07459,NC_026501.1,555964,558250,+,2287
NCU16316,NC_026501.1,559256,560671,-,1416
NCU07458,NC_026501.1,560708,562798,-,2091
NCU07457,NC_026501.1,563726,566109,+,2384
NCU07456,NC_026501.1,565191,567401,-,2211
NCU07455,NC_026501.1,568088,569942,+,1855
NCU07454,NC_026501.1,570732,573135,-,2404
NCU07453,NC_026501.1,574311,576289,+,1979
NCU07452,NC_026501.1,576062,577864,-,1803
NCU07451,NC_026501.1,578783,581444,-,2662
NCU07450,NC_026501.1,582488,583595,+,1108
NCU07449,NC_026501.1,584437,585580,+,1144
NCU07448,NC_026501.1,587090,588592,+,1503
NCU07447,NC_026501.1,593883,596976,-,3094
NCU07446,NC_026501.1,597623,600826,+,3204
NCU07445,NC_026501.1,599620,602122,-,2503
NCU07443,NC_026501.1,608824,615081,+,6258
NCU07442,NC_026501.1,615714,618210,+,2497
NCU07441,NC_026501.1,620563,621595,+,1033
NCU07440,NC_026501.1,621601,624990,-,3390
NCU07439,NC_026501.1,625039,625986,+,948
NCU07438,NC_026501.1,626352,629587,+,3236
NCU07437,NC_026501.1,630033,632301,-,2269
NCU07436,NC_026501.1,632558,634077,+,1520
NCU07435,NC_026501.1,634194,636325,+,2132
NCU07434,NC_026501.1,636650,638312,+,1663
NCU07433,NC_026501.1,638340,642524,-,4185
NCU15601,NC_026501.1,643277,643375,+,99
NCU07432,NC_026501.1,644063,646234,-,2172
NCU07430,NC_026501.1,652513,655451,+,2939
NCU07429,NC_026501.1,658020,658981,-,962
NCU07428,NC_026501.1,661989,663664,-,1676
NCU07427,NC_026501.1,666139,666602,+,464
NCU10006,NC_026501.1,698409,700075,-,1667
NCU10007,NC_026501.1,710761,713665,-,2905
NCU10008,NC_026501.1,716981,719354,-,2374
NCU09064,NC_026501.1,720670,724628,-,3959
NCU09065,NC_026501.1,726288,730970,+,4683
NCU09066,NC_026501.1,739987,740998,-,1012
NCU09068,NC_026501.1,741884,746951,+,5068
NCU09069,NC_026501.1,747758,750244,-,2487
NCU09070,NC_026501.1,750264,752527,-,2264
NCU09071,NC_026501.1,753028,756753,+,3726
NCU09072,NC_026501.1,758474,759986,+,1513
NCU10839,NC_026501.1,761516,762264,-,749
NCU09073,NC_026501.1,763687,765163,+,1477
NCU09074,NC_026501.1,764870,766051,-,1182
NCU09075,NC_026501.1,766238,767152,-,915
NCU09076,NC_026501.1,767193,770372,-,3180
NCU09077,NC_026501.1,770678,772001,+,1324
NCU09078,NC_026501.1,771965,773374,-,1410
NCU09079,NC_026501.1,774193,780044,-,5852
NCU09080,NC_026501.1,791939,792235,-,297
NCU09081,NC_026501.1,793682,794386,+,705
NCU09082,NC_026501.1,798219,798824,-,606
NCU09084,NC_026501.1,804397,805159,+,763
NCU14002,NC_026501.1,805926,806591,-,666
NCU09085,NC_026501.1,808582,811110,+,2529
NCU16318,NC_026501.1,810666,812203,+,1538
NCU09087,NC_026501.1,815349,818956,-,3608
NCU09088,NC_026501.1,819221,821372,-,2152
NCU09089,NC_026501.1,821652,823194,+,1543
NCU09090,NC_026501.1,823210,826355,-,3146
NCU09091,NC_026501.1,826647,829000,-,2354
NCU09092,NC_026501.1,829269,831784,+,2516
NCU09093,NC_026501.1,831803,834075,-,2273
NCU09094,NC_026501.1,836279,837803,-,1525
NCU09095,NC_026501.1,837953,839866,+,1914
NCU09096,NC_026501.1,841866,843028,+,1163
NCU09097,NC_026501.1,843475,847155,+,3681
NCU15007,NC_026501.1,847426,847497,+,72
NCU09098,NC_026501.1,847805,849962,-,2158
NCU09099,NC_026501.1,851718,853021,+,1304
NCU09100,NC_026501.1,853664,855156,-,1493
NCU09101,NC_026501.1,855455,858451,+,2997
NCU09102,NC_026501.1,858636,860920,+,2285
NCU09103,NC_026501.1,861000,863156,-,2157
NCU09104,NC_026501.1,863464,872329,-,8866
NCU16320,NC_026501.1,926376,927148,-,773
NCU02187,NC_026501.1,928570,930752,-,2183
NCU14003,NC_026501.1,937130,938177,+,1048
NCU02184,NC_026501.1,937786,943577,+,5792
NCU02183,NC_026501.1,951198,951623,-,426
NCU02182,NC_026501.1,952310,955257,+,2948
NCU02181,NC_026501.1,955540,957970,+,2431
NCU14004,NC_026501.1,960340,961628,+,1289
NCU02179,NC_026501.1,965259,968393,+,3135
NCU02178,NC_026501.1,969499,974473,+,4975
NCU16321,NC_026501.1,974675,976129,-,1455
NCU02177,NC_026501.1,977122,978622,-,1501
NCU02176,NC_026501.1,978695,980576,+,1882
NCU15008,NC_026501.1,980460,980551,-,92
NCU16323,NC_026501.1,980957,982105,-,1149
NCU02175,NC_026501.1,983862,987884,+,4023
NCU15009,NC_026501.1,988181,988251,+,71
NCU16325,NC_026501.1,988544,989478,+,935
NCU02174,NC_026501.1,991777,993756,+,1980
NCU02173,NC_026501.1,996277,1000626,+,4350
NCU15010,NC_026501.1,1002284,1002378,-,95
NCU02172,NC_026501.1,1002515,1006983,-,4469
NCU02171,NC_026501.1,1008855,1010430,+,1576
NCU02170,NC_026501.1,1014237,1016969,-,2733
NCU02169,NC_026501.1,1016977,1018546,-,1570
NCU02168,NC_026501.1,1019425,1021505,+,2081
NCU02167,NC_026501.1,1022195,1024977,-,2783
NCU16327,NC_026501.1,1031190,1031840,+,651
NCU02165,NC_026501.1,1033949,1037601,+,3653
NCU02164,NC_026501.1,1038405,1040827,+,2423
NCU02163,NC_026501.1,1040528,1042071,-,1544
NCU02162,NC_026501.1,1042247,1045920,+,3674
NCU02161,NC_026501.1,1043585,1046396,-,2812
NCU02160,NC_026501.1,1048323,1050458,+,2136
NCU02159,NC_026501.1,1050815,1052780,-,1966
NCU02158,NC_026501.1,1053693,1056629,-,2937
NCU02157,NC_026501.1,1056828,1058196,+,1369
NCU02156,NC_026501.1,1058025,1059163,-,1139
NCU02155,NC_026501.1,1059592,1061748,-,2157
NCU16328,NC_026501.1,1062038,1063387,+,1350
NCU16329,NC_026501.1,1063534,1064640,+,1107
NCU02153,NC_026501.1,1064556,1067144,-,2589
NCU02152,NC_026501.1,1067739,1071303,-,3565
NCU02151,NC_026501.1,1071693,1074448,-,2756
NCU02150,NC_026501.1,1074708,1077243,-,2536
NCU02149,NC_026501.1,1077394,1078727,-,1334
NCU02148,NC_026501.1,1078879,1082251,+,3373
NCU16330,NC_026501.1,1082255,1083421,-,1167
NCU02147,NC_026501.1,1084078,1086418,+,2341
NCU02146,NC_026501.1,1087390,1089342,+,1953
NCU02145,NC_026501.1,1090819,1091136,+,318
NCU10687,NC_026501.1,1094589,1097657,+,3069
NCU02144,NC_026501.1,1100620,1101246,+,627
NCU02143,NC_026501.1,1104931,1105465,+,535
NCU02142,NC_026501.1,1106804,1109214,+,2411
NCU02139,NC_026501.1,1116622,1119823,-,3202
NCU02138,NC_026501.1,1120540,1123500,-,2961
NCU02137,NC_026501.1,1124282,1127129,+,2848
NCU02136,NC_026501.1,1126296,1129113,-,2818
NCU02134,NC_026501.1,1130487,1134042,-,3556
NCU02133,NC_026501.1,1135057,1136630,-,1574
NCU02132,NC_026501.1,1138024,1138973,-,950
NCU02131,NC_026501.1,1139488,1145597,+,6110
NCU02130,NC_026501.1,1146409,1150161,-,3753
NCU02129,NC_026501.1,1149307,1150509,+,1203
NCU02128,NC_026501.1,1153067,1155147,-,2081
NCU02127,NC_026501.1,1156535,1158645,-,2111
NCU02126,NC_026501.1,1159012,1160654,+,1643
NCU02125,NC_026501.1,1163363,1165206,+,1844
NCU02124,NC_026501.1,1165504,1167190,+,1687
NCU15011,NC_026501.1,1166908,1166989,+,82
NCU02123,NC_026501.1,1167267,1169263,-,1997
NCU02122,NC_026501.1,1169721,1172483,+,2763
NCU02121,NC_026501.1,1172476,1176506,-,4031
NCU10232,NC_026501.1,1177734,1181278,+,3545
NCU02120,NC_026501.1,1187278,1193033,+,5756
NCU02119,NC_026501.1,1193568,1197315,-,3748
NCU02118,NC_026501.1,1197635,1199474,+,1840
NCU02117,NC_026501.1,1199893,1201414,+,1522
NCU02116,NC_026501.1,1201437,1202856,-,1420
NCU02115,NC_026501.1,1203257,1207192,+,3936
NCU02114,NC_026501.1,1232083,1237074,+,4992
NCU16332,NC_026501.1,1235503,1237073,-,1571
NCU02113,NC_026501.1,1238098,1239971,-,1874
NCU02112,NC_026501.1,1240212,1246262,+,6051
NCU02111,NC_026501.1,1246770,1251361,-,4592
NCU02110,NC_026501.1,1253810,1257287,+,3478
NCU02109,NC_026501.1,1257685,1260160,+,2476
NCU02108,NC_026501.1,1260007,1261315,-,1309
NCU02107,NC_026501.1,1261771,1264189,+,2419
NCU02106,NC_026501.1,1264459,1265632,+,1174
NCU02105,NC_026501.1,1266588,1267870,-,1283
NCU02104,NC_026501.1,1268157,1269998,+,1842
NCU02103,NC_026501.1,1270901,1277586,+,6686
NCU11212,NC_026501.1,1277760,1278636,+,877
NCU11211,NC_026501.1,1280531,1281622,+,1092
NCU16333,NC_026501.1,1283563,1284354,+,792
NCU02101,NC_026501.1,1284306,1287607,-,3302
NCU02100,NC_026501.1,1288054,1290439,+,2386
NCU11041,NC_026501.1,1290549,1292457,-,1909
NCU02099,NC_026501.1,1294508,1296535,+,2028
NCU02098,NC_026501.1,1296574,1298202,+,1629
NCU02097,NC_026501.1,1298092,1299820,-,1729
NCU02096,NC_026501.1,1304586,1306943,+,2358
NCU02095,NC_026501.1,1308054,1309774,-,1721
NCU14005,NC_026501.1,1310240,1311202,-,963
NCU02094,NC_026501.1,1312438,1316433,+,3996
NCU02092,NC_026501.1,1331258,1334470,+,3213
NCU02091,NC_026501.1,1353673,1357751,+,4079
NCU02090,NC_026501.1,1358332,1361252,-,2921
NCU16334,NC_026501.1,1362277,1362797,+,521
NCU02089,NC_026501.1,1365670,1368722,-,3053
NCU02088,NC_026501.1,1369550,1371000,-,1451
NCU02087,NC_026501.1,1373703,1376146,+,2444
NCU15012,NC_026501.1,1376742,1376813,+,72
NCU02086,NC_026501.1,1383040,1386083,-,3044
NCU10903,NC_026501.1,1388105,1389128,+,1024
NCU02085,NC_026501.1,1393134,1395776,-,2643
NCU02084,NC_026501.1,1396137,1397969,+,1833
NCU02083,NC_026501.1,1398925,1408098,-,9174
NCU02082,NC_026501.1,1408693,1413986,+,5294
NCU14006,NC_026501.1,1422873,1424040,-,1168
NCU02081,NC_026501.1,1427429,1427674,-,246
NCU11210,NC_026501.1,1429651,1430693,+,1043
NCU02080,NC_026501.1,1431811,1432828,+,1018
NCU02079,NC_026501.1,1437773,1439501,-,1729
NCU02078,NC_026501.1,1439827,1443859,+,4033
NCU02077,NC_026501.1,1444409,1447511,+,3103
NCU02076,NC_026501.1,1447740,1450101,-,2362
NCU02075,NC_026501.1,1450891,1453703,+,2813
NCU02074,NC_026501.1,1454681,1457939,+,3259
NCU02073,NC_026501.1,1458939,1460486,-,1548
NCU02071,NC_026501.1,1462796,1463885,+,1090
NCU02070,NC_026501.1,1464483,1467285,-,2803
NCU16336,NC_026501.1,1467490,1470001,+,2512
NCU16337,NC_026501.1,1470137,1474086,+,3950
NCU02068,NC_026501.1,1474024,1480845,-,6822
NCU02067,NC_026501.1,1481604,1483771,+,2168
NCU11209,NC_026501.1,1482503,1484761,-,2259
NCU02066,NC_026501.1,1485051,1487679,+,2629
NCU02065,NC_026501.1,1488131,1491767,-,3637
NCU02064,NC_026501.1,1491850,1493467,-,1618
NCU02063,NC_026501.1,1493863,1497088,+,3226
NCU02062,NC_026501.1,1498418,1499287,+,870
NCU02061,NC_026501.1,1500611,1502061,-,1451
NCU02060,NC_026501.1,1502329,1504735,-,2407
NCU02059,NC_026501.1,1505686,1508350,+,2665
NCU02058,NC_026501.1,1509113,1511198,+,2086
NCU02057,NC_026501.1,1511066,1516877,-,5812
NCU02056,NC_026501.1,1519311,1521830,+,2520
NCU02055,NC_026501.1,1522371,1524619,+,2249
NCU02054,NC_026501.1,1524545,1526538,-,1994
NCU02053,NC_026501.1,1526760,1531289,+,4530
NCU02052,NC_026501.1,1531969,1539067,-,7099
NCU10806,NC_026501.1,1539599,1542181,-,2583
NCU02051,NC_026501.1,1543429,1548853,+,5425
NCU15013,NC_026501.1,1550129,1550221,+,93
NCU02049,NC_026501.1,1551034,1556590,-,5557
NCU02048,NC_026501.1,1559715,1564953,+,5239
NCU02046,NC_026501.1,1570281,1573326,+,3046
NCU02044,NC_026501.1,1574297,1576855,-,2559
NCU02043,NC_026501.1,1577097,1579064,+,1968
NCU15014,NC_026501.1,1579426,1579538,-,113
NCU02042,NC_026501.1,1580447,1582733,-,2287
NCU02041,NC_026501.1,1585578,1587620,+,2043
NCU02040,NC_026501.1,1587862,1589691,+,1830
NCU02039,NC_026501.1,1591138,1593827,+,2690
NCU02038,NC_026501.1,1594029,1595080,+,1052
NCU02037,NC_026501.1,1597095,1598324,+,1230
NCU15015,NC_026501.1,1599197,1599267,-,71
NCU02036,NC_026501.1,1600191,1607696,-,7506
NCU02035,NC_026501.1,1608043,1609879,-,1837
NCU02034,NC_026501.1,1611869,1615028,+,3160
NCU02033,NC_026501.1,1615158,1618412,-,3255
NCU02032,NC_026501.1,1619717,1622826,+,3110
NCU02031,NC_026501.1,1623363,1626629,+,3267
NCU02030,NC_026501.1,1627025,1628920,+,1896
NCU02029,NC_026501.1,1629032,1630347,+,1316
NCU02028,NC_026501.1,1630458,1632188,-,1731
NCU02027,NC_026501.1,1632189,1633702,+,1514
NCU02026,NC_026501.1,1634631,1637672,+,3042
NCU02025,NC_026501.1,1637659,1639748,-,2090
NCU02024,NC_026501.1,1640002,1642222,+,2221
NCU02023,NC_026501.1,1642517,1645081,-,2565
NCU02022,NC_026501.1,1647684,1650672,+,2989
NCU02021,NC_026501.1,1650820,1651386,+,567
NCU02020,NC_026501.1,1651491,1655292,-,3802
NCU02019,NC_026501.1,1657834,1659835,-,2002
NCU02018,NC_026501.1,1660522,1661793,+,1272
NCU02017,NC_026501.1,1663002,1665672,+,2671
NCU02016,NC_026501.1,1665463,1666966,-,1504
NCU02015,NC_026501.1,1667609,1671392,+,3784
NCU02014,NC_026501.1,1671707,1673426,+,1720
NCU02013,NC_026501.1,1673395,1675076,-,1682
NCU02012,NC_026501.1,1675354,1679439,-,4086
NCU02011,NC_026501.1,1679855,1684385,-,4531
NCU02010,NC_026501.1,1685685,1689164,-,3480
NCU02009,NC_026501.1,1690523,1694696,-,4174
NCU02008,NC_026501.1,1696442,1697182,+,741
NCU02007,NC_026501.1,1697784,1698862,+,1079
NCU02006,NC_026501.1,1699141,1703074,+,3934
NCU02005,NC_026501.1,1702853,1704727,-,1875
NCU02004,NC_026501.1,1706234,1708298,+,2065
NCU02003,NC_026501.1,1711539,1714654,+,3116
NCU02002,NC_026501.1,1715205,1718857,-,3653
NCU02001,NC_026501.1,1719008,1720680,+,1673
NCU02000,NC_026501.1,1720671,1721335,-,665
NCU01999,NC_026501.1,1721690,1724492,+,2803
NCU01998,NC_026501.1,1724390,1728311,-,3922
NCU01997,NC_026501.1,1730345,1733261,-,2917
NCU14007,NC_026501.1,1735311,1736266,-,956
NCU01996,NC_026501.1,1736763,1740530,+,3768
NCU01995,NC_026501.1,1741307,1743453,-,2147
NCU01994,NC_026501.1,1746594,1748936,+,2343
NCU01993,NC_026501.1,1748851,1751419,-,2569
NCU01992,NC_026501.1,1751806,1755449,-,3644
NCU01991,NC_026501.1,1755857,1759115,-,3259
NCU01990,NC_026501.1,1760353,1762956,+,2604
NCU01989,NC_026501.1,1763459,1765542,+,2084
NCU01988,NC_026501.1,1768126,1768719,+,594
NCU01987,NC_026501.1,1769212,1770942,-,1731
NCU16341,NC_026501.1,1771034,1773687,+,2654
NCU01985,NC_026501.1,1774672,1778095,+,3424
NCU01984,NC_026501.1,1779123,1783222,+,4100
NCU01983,NC_026501.1,1783194,1785061,-,1868
NCU01982,NC_026501.1,1785291,1787380,+,2090
NCU01981,NC_026501.1,1787273,1788723,-,1451
NCU01980,NC_026501.1,1789559,1792380,+,2822
NCU01979,NC_026501.1,1791268,1792492,-,1225
NCU01978,NC_026501.1,1793789,1796991,-,3203
NCU01977,NC_026501.1,1799279,1802672,-,3394
NCU01976,NC_026501.1,1803333,1807834,-,4502
NCU14008,NC_026501.1,1803367,1804284,+,918
NCU01975,NC_026501.1,1809322,1811029,+,1708
NCU01974,NC_026501.1,1811262,1813057,-,1796
NCU01973,NC_026501.1,1813940,1818960,+,5021
NCU01972,NC_026501.1,1818997,1821069,-,2073
NCU01971,NC_026501.1,1823637,1825949,+,2313
NCU01970,NC_026501.1,1827414,1828871,+,1458
NCU01969,NC_026501.1,1827922,1830214,-,2293
NCU01968,NC_026501.1,1832020,1835161,+,3142
NCU01967,NC_026501.1,1835440,1837102,+,1663
NCU01966,NC_026501.1,1836873,1838488,-,1616
NCU01965,NC_026501.1,1838848,1842740,-,3893
NCU01964,NC_026501.1,1843662,1847697,+,4036
NCU01963,NC_026501.1,1848061,1851346,+,3286
NCU01962,NC_026501.1,1851072,1852772,-,1701
NCU01961,NC_026501.1,1853043,1855879,+,2837
NCU01960,NC_026501.1,1857194,1858469,-,1276
NCU01959,NC_026501.1,1859093,1860424,+,1332
NCU01958,NC_026501.1,1860692,1862194,+,1503
NCU14009,NC_026501.1,1862928,1864066,+,1139
NCU01957,NC_026501.1,1865597,1867210,-,1614
NCU01956,NC_026501.1,1868552,1872864,-,4313
NCU01955,NC_026501.1,1873289,1875362,+,2074
NCU15016,NC_026501.1,1875358,1875430,+,73
NCU01954,NC_026501.1,1875572,1877343,-,1772
NCU01953,NC_026501.1,1877824,1886059,-,8236
NCU01951,NC_026501.1,1889062,1895162,-,6101
NCU01950,NC_026501.1,1895466,1896948,+,1483
NCU01949,NC_026501.1,1896783,1898329,-,1547
NCU01948,NC_026501.1,1898407,1900281,+,1875
NCU01947,NC_026501.1,1900601,1905242,+,4642
NCU01946,NC_026501.1,1905366,1905756,+,391
NCU01945,NC_026501.1,1906390,1908815,+,2426
NCU01944,NC_026501.1,1909873,1912967,-,3095
NCU01943,NC_026501.1,1917242,1918164,-,923
NCU01942,NC_026501.1,1922648,1924414,-,1767
NCU01940,NC_026501.1,1931911,1936267,+,4357
NCU01939,NC_026501.1,1939316,1944145,-,4830
NCU01938,NC_026501.1,1948134,1952272,-,4139
NCU14010,NC_026501.1,1948213,1949122,-,910
NCU01936,NC_026501.1,1954685,1958363,-,3679
NCU16343,NC_026501.1,1958579,1959782,+,1204
NCU01935,NC_026501.1,1959628,1961938,-,2311
NCU14011,NC_026501.1,1968547,1969553,+,1007
NCU01932,NC_026501.1,1970618,1976166,-,5549
NCU16344,NC_026501.1,1978041,1978736,+,696
NCU01931,NC_026501.1,1979490,1981823,-,2334
NCU01930,NC_026501.1,1982935,1984521,+,1587
NCU01929,NC_026501.1,1984207,1987890,-,3684
NCU01928,NC_026501.1,1988209,1990563,+,2355
NCU01927,NC_026501.1,1991094,1994771,+,3678
NCU14012,NC_026501.1,1993520,1996459,-,2940
NCU01926,NC_026501.1,1996875,1999171,+,2297
NCU01924,NC_026501.1,2003874,2006615,-,2742
NCU01923,NC_026501.1,2010797,2011866,-,1070
NCU01922,NC_026501.1,2022855,2024545,+,1691
NCU11201,NC_026501.1,2024678,2026493,-,1816
NCU15017,NC_026501.1,2024739,2024832,-,94
NCU16346,NC_026501.1,2027524,2029510,-,1987
NCU11200,NC_026501.1,2029768,2031216,-,1449
NCU01920,NC_026501.1,2032053,2033664,+,1612
NCU01919,NC_026501.1,2033374,2035692,-,2319
NCU01918,NC_026501.1,2035932,2038074,+,2143
NCU01917,NC_026501.1,2038909,2042164,+,3256
NCU01916,NC_026501.1,2042662,2045057,+,2396
NCU01914,NC_026501.1,2044910,2047027,-,2118
NCU01913,NC_026501.1,2047075,2049390,-,2316
NCU01912,NC_026501.1,2050359,2055370,+,5012
NCU01911,NC_026501.1,2057037,2061339,+,4303
NCU01910,NC_026501.1,2061552,2068715,-,7164
NCU01908,NC_026501.1,2069608,2073958,-,4351
NCU01907,NC_026501.1,2075119,2077835,+,2717
NCU01906,NC_026501.1,2077848,2079777,+,1930
NCU01905,NC_026501.1,2079813,2081745,-,1933
NCU01904,NC_026501.1,2082506,2083718,+,1213
NCU01903,NC_026501.1,2083623,2086090,-,2468
NCU16347,NC_026501.1,2085202,2086399,-,1198
NCU01902,NC_026501.1,2087888,2089001,-,1114
NCU01901,NC_026501.1,2089726,2094506,+,4781
NCU01900,NC_026501.1,2095226,2096471,+,1246
NCU01899,NC_026501.1,2096686,2100083,+,3398
